timesteps,ep_env_score_mean,ep_rm_score_mean,ep_cushion_mean,ep_foul_rate,queries_used_so_far,rm_train_loss,relabel_delta_mean,relabel_delta_std
16848,0.01,0.030834361673332752,3.86,0.08,150,0.6790975630283356,0.0,0.0
17160,0.01,0.03327224089996889,3.94,0.1,150,0.6790975630283356,0.0,0.0
17472,0.01,0.03430647382745519,3.79,0.14,150,0.6790975630283356,0.0,0.0
17784,0.0,0.03661991268862039,4.1,0.09,150,0.6790975630283356,0.0,0.0
18096,0.0,0.03700292709283531,3.84,0.14,150,0.6790975630283356,0.0,0.0
18408,0.0,0.03916822006925941,3.86,0.11,150,0.6790975630283356,0.0,0.0
18720,0.01,0.04011632020585239,4.13,0.12,150,0.6790975630283356,0.0,0.0
19032,0.0,0.041299897469580175,4.17,0.12,150,0.6790975630283356,0.0,0.0
19344,0.0,0.04189240757375955,4.38,0.07,150,0.6790975630283356,0.0,0.0
19656,0.0,0.040498106544837355,4.45,0.12,150,0.6790975630283356,0.0,0.0
19968,0.0,0.04202264938503504,4.52,0.09,150,0.6790975630283356,0.0,0.0
20280,0.02,0.08612747207283973,4.22,0.16,200,0.6706177592277527,0.0,0.0
20592,0.01,0.08886140760034322,4.37,0.06,200,0.6706177592277527,0.0,0.0
20904,0.0,0.09628961246460677,4.53,0.05,200,0.6706177592277527,0.0,0.0
21216,0.0,0.09687291394919156,4.83,0.01,200,0.6706177592277527,0.0,0.0
21528,0.0,0.09888928588479758,4.68,0.01,200,0.6706177592277527,0.0,0.0
21840,0.0,0.09637687336653471,5.0,0.01,200,0.6706177592277527,0.0,0.0
22152,0.01,0.09833912804722786,4.96,0.02,200,0.6706177592277527,0.0,0.0
22464,0.0,0.09628356531262398,4.8,0.0,200,0.6706177592277527,0.0,0.0
22776,0.0,0.09660201821126975,4.71,0.01,200,0.6706177592277527,0.0,0.0
23088,0.01,0.09266493044793606,4.67,0.02,200,0.6706177592277527,0.0,0.0
23400,0.0,0.0952539149299264,4.74,0.01,200,0.6706177592277527,0.0,0.0
23712,0.0,0.09420552745927126,4.76,0.01,200,0.6706177592277527,0.0,0.0
24024,0.0,0.09343205899000168,4.71,0.02,200,0.6706177592277527,0.0,0.0
24336,0.0,0.09169615909457207,4.98,0.02,200,0.6706177592277527,0.0,0.0
24648,0.0,0.08693055616691708,4.68,0.02,200,0.6706177592277527,0.0,0.0
24960,0.03,0.0870469248201698,4.55,0.04,200,0.6706177592277527,0.0,0.0
25272,0.01,0.09596619304269552,4.86,0.01,250,0.6636508405208588,0.0,0.0
25584,0.02,0.08902673287782818,4.7,0.04,250,0.6636508405208588,0.0,0.0
25896,0.0,0.09672998254885896,4.63,0.06,250,0.6636508405208588,0.0,0.0
26208,0.0,0.09316144203767181,4.59,0.03,250,0.6636508405208588,0.0,0.0
26520,0.01,0.09608374668285251,4.49,0.04,250,0.6636508405208588,0.0,0.0
26832,0.0,0.09228054447099567,4.68,0.04,250,0.6636508405208588,0.0,0.0
27144,0.01,0.09570491202175617,4.76,0.03,250,0.6636508405208588,0.0,0.0
27456,0.01,0.09393850923515856,4.58,0.04,250,0.6636508405208588,0.0,0.0
27768,0.0,0.09759016428142786,4.64,0.01,250,0.6636508405208588,0.0,0.0
28080,0.01,0.09266072003170849,4.66,0.03,250,0.6636508405208588,0.0,0.0
28392,0.0,0.09691423051059246,4.58,0.02,250,0.6636508405208588,0.0,0.0
28704,0.03,0.09631165266036987,4.62,0.02,250,0.6636508405208588,0.0,0.0
29016,0.03,0.0996998555958271,4.41,0.03,250,0.6636508405208588,0.0,0.0
29328,0.0,0.09722926484420896,4.64,0.04,250,0.6636508405208588,0.0,0.0
29640,0.0,0.09342276012524962,4.75,0.06,250,0.6636508405208588,0.0,0.0
29952,0.0,0.09438995160162449,4.61,0.06,250,0.6636508405208588,0.0,0.0
