timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.1155,1.1155,1.1396,0.0948,1836
4096,0.2133,1.2133,1.4866,0.1179,1688
6144,0.2346,1.2346,1.6233,0.1152,1658
8192,0.2284,1.2284,1.5669,0.1151,1668
10240,0.2221,1.2221,1.5399,0.1343,1675
12288,0.2517,1.2517,1.6459,0.1203,1637
14336,0.2597,1.2597,1.6356,0.1360,1625
16384,0.2656,1.2656,1.7362,0.1421,1619
18432,0.2995,1.2995,1.7324,0.1421,1576
20480,0.3518,1.3518,1.7484,0.1353,1515
22528,0.3951,1.3951,1.7479,0.1444,1468
24576,0.4153,1.4153,1.7481,0.1596,1447
26624,0.4288,1.4288,1.7192,0.1725,1432
28672,0.4518,1.4518,1.7762,0.1608,1412
30720,0.4663,1.4663,1.7170,0.1801,1394
32768,0.4643,1.4643,1.8059,0.1879,1400
34816,0.5029,1.5029,1.8255,0.1730,1364
36864,0.5706,1.5706,1.7853,0.1848,1304
38912,0.6050,1.6050,1.7725,0.1904,1276
40960,0.5913,1.5913,1.7809,0.1904,1287
43008,0.5465,1.5465,1.8454,0.1920,1323
45056,0.5685,1.5685,1.8025,0.1936,1307
47104,0.6050,1.6050,1.7133,0.1967,1276
49152,0.6254,1.6254,1.7102,0.1944,1260
51200,0.6705,1.6705,1.7787,0.1958,1226
53248,0.6228,1.6228,1.7310,0.1807,1262
55296,0.6384,1.6384,1.6937,0.1952,1250
57344,0.7489,1.7489,1.7285,0.2126,1171
59392,0.7109,1.7109,1.7132,0.1746,1197
61440,0.6705,1.6705,1.6833,0.2015,1226
63488,0.6691,1.6691,1.7204,0.2070,1227
65536,0.7268,1.7268,1.7625,0.2057,1186
67584,0.7327,1.7327,1.7023,0.1946,1182
69632,0.7778,1.7778,1.6908,0.2092,1152
71680,0.7024,1.7024,1.7790,0.2203,1203
73728,0.7289,1.7289,1.7976,0.2078,1184
75776,0.7175,1.7175,1.7402,0.1970,1193
77824,0.7789,1.7789,1.7635,0.2315,1149
79872,0.7273,1.7273,1.7334,0.2054,1188
81920,0.7280,1.7280,1.7553,0.2111,1184
83968,0.7749,1.7749,1.7192,0.1939,1155
86016,0.7327,1.7327,1.7362,0.2115,1182
88064,0.7716,1.7716,1.7357,0.1990,1156
90112,0.8302,1.8302,1.7592,0.2332,1119
92160,0.7608,1.7608,1.8069,0.2177,1162
94208,0.7998,1.7998,1.7620,0.1967,1139
96256,0.8210,1.8210,1.7497,0.2164,1123
98304,0.8039,1.8039,1.7494,0.2181,1137
100352,0.7965,1.7965,1.7932,0.2211,1140
102400,0.8179,1.8179,1.8276,0.2087,1126
104448,0.8028,1.8028,1.7245,0.2333,1136
106496,0.8458,1.8458,1.7755,0.2281,1109
108544,0.8517,1.8517,1.7134,0.2278,1106
110592,0.8368,1.8368,1.7588,0.2072,1115
112640,0.8577,1.8577,1.7478,0.2040,1103
114688,0.8221,1.8221,1.7677,0.2286,1124
116736,0.8566,1.8566,1.7289,0.2223,1102
118784,0.8411,1.8411,1.7642,0.2352,1114
120832,0.8450,1.8450,1.6905,0.1973,1110
122880,0.8408,1.8408,1.7283,0.2257,1112
124928,0.8795,1.8795,1.6969,0.2254,1087
126976,0.8732,1.8732,1.7446,0.2327,1096
129024,0.8627,1.8627,1.7094,0.2409,1100
131072,0.8601,1.8601,1.7153,0.2280,1101
133120,0.8778,1.8778,1.7531,0.2151,1088
135168,0.8613,1.8613,1.7818,0.2103,1103
137216,0.8814,1.8814,1.7557,0.2040,1088
139264,0.9096,1.9096,1.7360,0.2414,1073
141312,0.9412,1.9412,1.7102,0.2306,1054
143360,0.9088,1.9088,1.7150,0.2253,1074
145408,0.9654,1.9654,1.7331,0.2308,1040
147456,0.9312,1.9312,1.8340,0.2253,1061
149504,0.9267,1.9267,1.7857,0.2199,1064
150000,0.8502,1.8502,1.7530,0.2210,267
