timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.9265,10.0000,2.3848,0.6078,204
4096,2.0146,10.0000,3.2166,0.7122,205
6144,1.9951,10.0000,3.3449,0.7463,205
8192,2.0585,10.0000,3.3541,0.7415,205
10240,2.1415,10.0000,3.1859,0.6634,205
12288,2.1912,10.0000,3.2853,0.7157,204
14336,2.2634,10.0000,3.1859,0.7561,205
16384,2.2244,10.0000,3.2756,0.7707,205
18432,2.2488,10.0000,3.1322,0.7171,205
20480,2.3415,10.0000,3.0141,0.7171,205
22528,2.2990,10.0000,3.1382,0.7010,204
24576,2.3854,10.0000,3.0341,0.7463,205
26624,2.3707,10.0000,3.0459,0.7024,205
28672,2.4098,10.0000,3.1634,0.6829,205
30720,2.4341,10.0000,3.0483,0.6976,205
32768,2.3284,10.0000,3.0000,0.7108,204
34816,2.4341,10.0000,3.0420,0.7024,205
36864,2.5561,10.0000,2.9751,0.6585,205
38912,2.5171,10.0000,3.0351,0.7415,205
40960,2.3659,10.0000,3.0546,0.7024,205
43008,2.6078,10.0000,2.9931,0.6912,204
45056,2.6049,10.0000,2.9439,0.6878,205
47104,2.4341,10.0000,2.9946,0.6927,205
49152,2.4146,10.0000,2.9380,0.7220,205
50000,2.6235,10.0000,3.0082,0.7176,85
