timesteps,ep_env_score_mean,ep_rm_score_mean,ep_cushion_mean,ep_foul_rate,queries_used_so_far,rm_train_loss,relabel_delta_mean,relabel_delta_std
312,0.01,0.0056607450521551075,1.89,0.15,0,nan,0.0,0.0
624,0.0,0.0052507412969134745,1.96,0.14,0,nan,0.0,0.0
936,0.02,0.005368380493018776,1.6,0.13,0,nan,0.0,0.0
1248,0.0,0.005674177512992174,1.73,0.09,0,nan,0.0,0.0
1560,0.0,0.004873921354301274,1.58,0.15,0,nan,0.0,0.0
1872,0.0,0.007111065248027444,1.78,0.24,0,nan,0.0,0.0
2184,0.0,0.0059287902270443735,1.6,0.14,0,nan,0.0,0.0
2496,0.01,0.005062508070841432,1.84,0.1,0,nan,0.0,0.0
2808,0.0,0.005684441979974508,1.87,0.19,0,nan,0.0,0.0
3120,0.01,0.00628388263983652,2.05,0.15,0,nan,0.0,0.0
3432,0.0,0.005822413226123899,1.71,0.13,0,nan,0.0,0.0
3744,0.0,0.0049566532915923745,2.02,0.18,0,nan,0.0,0.0
4056,0.01,0.004286995194852352,1.8,0.12,0,nan,0.0,0.0
4368,0.02,0.006795142134651541,1.82,0.15,0,nan,0.0,0.0
4680,0.0,0.005802584334742278,1.84,0.16,0,nan,0.0,0.0
4992,0.0,0.005436783398035914,1.66,0.15,0,nan,0.0,0.0
5304,0.01,-0.04783907726989128,2.19,0.16,50,0.672866553068161,0.0,0.0
5616,0.01,-0.05193156718160026,1.82,0.18,50,0.672866553068161,0.0,0.0
5928,0.02,-0.050113258499186485,1.86,0.2,50,0.672866553068161,0.0,0.0
6240,0.0,-0.05595441736746579,1.84,0.12,50,0.672866553068161,0.0,0.0
6552,0.01,-0.05089910349110141,1.55,0.09,50,0.672866553068161,0.0,0.0
6864,0.01,-0.05656613781116903,1.69,0.18,50,0.672866553068161,0.0,0.0
7176,0.0,-0.048270961409434675,1.88,0.22,50,0.672866553068161,0.0,0.0
7488,0.01,-0.04593137665186078,2.34,0.14,50,0.672866553068161,0.0,0.0
7800,0.0,-0.04501012059859932,1.96,0.14,50,0.672866553068161,0.0,0.0
8112,0.0,-0.041399137680418786,2.06,0.18,50,0.672866553068161,0.0,0.0
8424,0.0,-0.05034899744205177,1.84,0.11,50,0.672866553068161,0.0,0.0
8736,0.0,-0.04202861847239547,1.97,0.05,50,0.672866553068161,0.0,0.0
9048,0.01,-0.04374311509774998,1.97,0.17,50,0.672866553068161,0.0,0.0
9360,0.03,-0.04429313975619152,2.13,0.16,50,0.672866553068161,0.0,0.0
9672,0.02,-0.038381071465555576,1.8,0.19,50,0.672866553068161,0.0,0.0
9984,0.0,-0.04579056305345148,2.15,0.13,50,0.672866553068161,0.0,0.0
10296,0.01,-0.021728057742584496,2.24,0.1,100,0.6771832406520844,0.0,0.0
10608,0.0,-0.02203061026870273,2.17,0.12,100,0.6771832406520844,0.0,0.0
10920,0.0,-0.021737480538431556,2.37,0.08,100,0.6771832406520844,0.0,0.0
11232,0.02,-0.0216048541595228,2.25,0.14,100,0.6771832406520844,0.0,0.0
11544,0.01,-0.019833251446834767,2.08,0.09,100,0.6771832406520844,0.0,0.0
11856,0.01,-0.02071348990430124,2.32,0.13,100,0.6771832406520844,0.0,0.0
12168,0.0,-0.009836003698874265,2.35,0.14,100,0.6771832406520844,0.0,0.0
12480,0.01,-0.0047284518362721425,2.91,0.09,100,0.6771832406520844,0.0,0.0
12792,0.03,-0.0005217893456574529,2.58,0.11,100,0.6771832406520844,0.0,0.0
13104,0.03,0.006507670357823372,2.95,0.09,100,0.6771832406520844,0.0,0.0
13416,0.0,0.0001121555850841105,2.93,0.11,100,0.6771832406520844,0.0,0.0
13728,0.01,0.015440093397628515,2.92,0.19,100,0.6771832406520844,0.0,0.0
14040,0.04,0.02136727858800441,3.38,0.13,100,0.6771832406520844,0.0,0.0
14352,0.0,0.024809487608727067,3.92,0.11,100,0.6771832406520844,0.0,0.0
14664,0.0,0.03241817443980835,3.43,0.1,100,0.6771832406520844,0.0,0.0
14976,0.02,0.0356069559417665,3.94,0.09,100,0.6771832406520844,0.0,0.0
15288,0.0,0.038458215547725556,4.06,0.07,150,0.6770239472389221,0.0,0.0
15600,0.01,0.04167542743962258,4.23,0.08,150,0.6770239472389221,0.0,0.0
15912,0.01,0.039795912085101005,4.2,0.07,150,0.6770239472389221,0.0,0.0
16224,0.0,0.04430356165859848,4.36,0.07,150,0.6770239472389221,0.0,0.0
16536,0.0,0.047315466250292953,4.15,0.08,150,0.6770239472389221,0.0,0.0
16848,0.03,0.048694236567243934,4.11,0.05,150,0.6770239472389221,0.0,0.0
17160,0.01,0.052957841297611594,4.07,0.06,150,0.6770239472389221,0.0,0.0
17472,0.01,0.05565601443871856,4.36,0.09,150,0.6770239472389221,0.0,0.0
17784,0.01,0.056494828909635544,4.28,0.11,150,0.6770239472389221,0.0,0.0
