timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,1.0049,10.0000,2.5627,0.6225,204
4096,1.8244,10.0000,3.4859,0.7463,205
6144,2.1073,10.0000,3.4995,0.8049,205
8192,2.2390,10.0000,3.4463,0.7512,205
10240,2.0634,10.0000,3.5532,0.8146,205
12288,2.1814,10.0000,3.6539,0.8088,204
14336,2.1073,10.0000,3.6883,0.8341,205
16384,2.1317,10.0000,3.6678,0.8537,205
18432,2.1220,10.0000,3.7376,0.8390,205
20480,2.2098,10.0000,3.5805,0.8488,205
22528,2.0588,10.0000,3.5833,0.8431,204
24576,2.3561,10.0000,3.5810,0.7659,205
26624,1.9951,10.0000,3.6220,0.8244,205
28672,2.0732,10.0000,3.6785,0.7902,205
30720,2.3463,10.0000,3.6132,0.7805,205
32768,2.2108,10.0000,3.6397,0.8235,204
34816,2.2000,10.0000,3.6780,0.8293,205
36864,2.2927,10.0000,3.6732,0.8293,205
38912,2.4341,10.0000,3.5883,0.8098,205
40960,2.2634,10.0000,3.7600,0.7951,205
43008,2.1618,10.0000,3.5716,0.8333,204
45056,2.3220,10.0000,3.6034,0.8098,205
47104,2.3220,10.0000,3.6244,0.8390,205
49152,2.2488,10.0000,3.7137,0.8049,205
50000,2.1647,10.0000,3.7565,0.7647,85
