timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.0029,1.0029,1.1467,0.0490,2042
4096,0.0054,1.0054,1.4202,0.0707,2037
6144,0.0074,1.0074,1.8751,0.0762,2033
8192,0.0039,1.0039,2.4907,0.0848,2040
10240,0.0069,1.0069,2.8154,0.1234,2034
12288,0.0154,1.0154,3.2571,0.1125,2017
14336,0.0214,1.0214,3.9161,0.1112,2005
16384,0.0169,1.0169,4.2026,0.1122,2014
18432,0.0209,1.0209,4.4244,0.1067,2006
20480,0.0235,1.0235,4.3798,0.1149,2001
22528,0.0343,1.0343,4.4343,0.1187,1980
24576,0.0286,1.0286,4.4404,0.1316,1991
26624,0.0380,1.0380,4.3155,0.1546,1973
28672,0.0343,1.0343,4.3674,0.1444,1980
30720,0.0328,1.0328,4.1601,0.1609,1983
32768,0.0412,1.0412,4.2468,0.1464,1967
34816,0.0328,1.0328,4.2738,0.1629,1983
36864,0.0317,1.0317,4.2156,0.1476,1985
38912,0.0422,1.0422,4.1281,0.1389,1965
40960,0.0385,1.0385,4.2087,0.1496,1972
43008,0.0375,1.0375,4.1870,0.1550,1974
45056,0.0333,1.0333,4.1688,0.1509,1982
47104,0.0297,1.0297,4.3047,0.1448,1989
49152,0.0476,1.0476,4.1204,0.1407,1955
50176,0.0354,1.0354,4.0677,0.1244,989
