timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.5245,10.0000,1.1823,0.2500,204
4096,0.5294,10.0000,1.3017,0.2696,204
6144,0.5686,10.0000,1.1114,0.2353,204
8192,0.5539,10.0000,1.1561,0.2843,204
10240,0.6635,10.0000,1.3011,0.2308,208
12288,0.5490,10.0000,1.2581,0.2402,204
14336,0.6422,10.0000,1.1853,0.2598,204
16384,0.5539,10.0000,1.1578,0.2402,204
18432,0.5294,10.0000,1.0902,0.2696,204
20480,0.7067,10.0000,1.2859,0.2356,208
22528,0.6471,10.0000,1.3870,0.2549,204
24576,0.6912,10.0000,1.3282,0.2549,204
26624,0.7108,10.0000,1.4490,0.2598,204
28672,0.6422,10.0000,1.3971,0.3137,204
30720,0.8077,10.0000,1.6711,0.3125,208
32768,0.7892,10.0000,1.6403,0.2843,204
34816,0.9608,10.0000,1.3484,0.2941,204
36864,0.9314,10.0000,1.5967,0.2598,204
38912,1.0245,10.0000,1.6350,0.2990,204
40960,1.0481,10.0000,1.6887,0.3125,208
43008,1.2206,10.0000,1.9638,0.3186,204
45056,1.1863,10.0000,1.9232,0.3382,204
47104,1.2108,10.0000,1.9062,0.3186,204
49152,1.3627,10.0000,1.9565,0.3137,204
50000,1.8182,10.0000,2.3305,0.3523,88
