timesteps,ep_env_score_mean,ep_rm_score_mean,ep_cushion_mean,ep_foul_rate,queries_used_so_far,rm_train_loss,relabel_delta_mean,relabel_delta_std
14976,0.02,0.07971382038667799,3.62,0.22,100,0.6893610954284668,0.05330818518996239,0.049673788249492645
15288,0.02,0.07545563181862235,3.43,0.18,150,0.685475617647171,0.024937134236097336,0.020542725920677185
15600,0.01,0.07459044598042965,3.31,0.26,150,0.685475617647171,0.024937134236097336,0.020542725920677185
15912,0.02,0.07808693021535873,3.47,0.26,150,0.685475617647171,0.024937134236097336,0.020542725920677185
16224,0.01,0.0797947195917368,3.59,0.26,150,0.685475617647171,0.024937134236097336,0.020542725920677185
16536,0.03,0.08177496269345283,3.47,0.17,150,0.685475617647171,0.024937134236097336,0.020542725920677185
16848,0.03,0.08470927190035582,3.49,0.23,150,0.685475617647171,0.024937134236097336,0.020542725920677185
17160,0.0,0.08516535180620849,3.78,0.23,150,0.685475617647171,0.024937134236097336,0.020542725920677185
17472,0.01,0.08579437527805567,3.51,0.22,150,0.685475617647171,0.024937134236097336,0.020542725920677185
17784,0.01,0.08933021850883961,3.29,0.21,150,0.685475617647171,0.024937134236097336,0.020542725920677185
18096,0.02,0.09023892752826214,3.66,0.18,150,0.685475617647171,0.024937134236097336,0.020542725920677185
18408,0.03,0.09362633712589741,3.8,0.2,150,0.685475617647171,0.024937134236097336,0.020542725920677185
18720,0.04,0.09484840855002404,3.65,0.18,150,0.685475617647171,0.024937134236097336,0.020542725920677185
19032,0.01,0.09555206693708897,3.77,0.1,150,0.685475617647171,0.024937134236097336,0.020542725920677185
19344,0.03,0.0950623568147421,3.5,0.18,150,0.685475617647171,0.024937134236097336,0.020542725920677185
19656,0.01,0.0968545351177454,3.54,0.15,150,0.685475617647171,0.024937134236097336,0.020542725920677185
19968,0.01,0.0973520252108574,3.48,0.21,150,0.685475617647171,0.024937134236097336,0.020542725920677185
20280,0.02,0.13493239797651768,4.24,0.22,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
20592,0.03,0.13273980669677257,4.13,0.28,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
20904,0.01,0.13393480770289898,4.25,0.32,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
21216,0.03,0.13518393807113172,4.22,0.25,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
21528,0.03,0.13459761574864387,4.03,0.35,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
21840,0.04,0.13646177500486373,3.92,0.3,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
22152,0.06,0.13659561842679976,4.26,0.35,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
22464,0.01,0.13655231192708014,4.24,0.31,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
22776,0.01,0.13680119939148427,3.98,0.32,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
23088,0.01,0.1376280453056097,4.0,0.44,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
23400,0.04,0.13920856177806853,4.22,0.35,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
23712,0.0,0.13860702484846116,4.05,0.33,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
24024,0.02,0.13745032563805581,4.0,0.37,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
24336,0.0,0.13764912515878677,3.88,0.33,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
24648,0.01,0.13962525464594364,4.03,0.33,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
24960,0.02,0.1397042392939329,3.87,0.37,200,0.6845343559980392,0.029271915555000305,0.018290558829903603
25272,0.03,0.1506318488717079,4.33,0.2,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
25584,0.02,0.14852361544966697,4.21,0.28,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
25896,0.05,0.1504924999177456,4.23,0.32,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
26208,0.06,0.15124925196170808,4.29,0.25,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
26520,0.02,0.15088481903076173,4.11,0.33,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
26832,0.05,0.15228430107235907,4.25,0.33,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
27144,0.01,0.15241418033838272,4.2,0.28,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
27456,0.0,0.1519245620071888,4.18,0.37,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
27768,0.01,0.15197204500436784,4.09,0.33,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
28080,0.03,0.15317702271044253,4.34,0.37,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
28392,0.02,0.1559852211177349,4.34,0.38,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
28704,0.0,0.1540904898941517,4.34,0.3,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
29016,0.04,0.153539714589715,4.15,0.38,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
29328,0.01,0.15353169791400434,3.91,0.32,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
29640,0.02,0.15514916650950908,4.16,0.27,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
29952,0.02,0.15574555054306985,4.08,0.3,250,0.6831201314926147,0.021201660856604576,0.010908636264503002
