timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.0034,1.0034,1.8290,0.1514,2041
4096,0.0079,1.0079,1.8012,0.1437,2032
6144,0.0074,1.0074,1.8335,0.1436,2033
8192,0.0064,1.0064,1.8634,0.1607,2035
10240,0.0084,1.0084,1.9101,0.1457,2031
12288,0.0084,1.0084,1.9670,0.1630,2031
14336,0.0114,1.0114,2.2099,0.1570,2025
16384,0.0119,1.0119,2.7246,0.1665,2024
18432,0.0497,1.0497,4.0994,0.1138,1951
20480,0.0600,1.0600,3.5588,0.1511,1932
22528,0.0739,1.0739,3.5883,0.1505,1907
24576,0.0385,1.0385,3.5035,0.1531,1972
26624,0.1124,1.1124,3.7568,0.1076,1841
28672,0.2280,1.2280,3.0269,0.0564,1667
30720,0.2822,1.2822,2.6637,0.0482,1598
32768,0.2931,1.2931,2.5403,0.0411,1583
34816,0.2863,1.2863,2.3859,0.0377,1593
36864,0.2808,1.2808,2.2590,0.0331,1599
38912,0.2768,1.2768,2.1695,0.0355,1604
40960,0.2595,1.2595,2.0971,0.0264,1626
43008,0.4443,1.4443,2.3212,0.0395,1418
45056,0.5770,1.5770,2.4599,0.0393,1298
47104,0.6445,1.6445,2.3472,0.0570,1246
49152,0.6710,1.6710,2.4690,0.0563,1225
50000,0.7291,1.7291,2.3839,0.0509,491
