timesteps,ep_env_score_mean,ep_rm_score_mean,ep_cushion_mean,ep_foul_rate,queries_used_so_far,rm_train_loss,relabel_delta_mean,relabel_delta_std
21840,0.63,nan,2.75,0.04,0,nan,0.0,0.0
22152,0.88,nan,2.62,0.03,0,nan,0.0,0.0
22464,0.68,nan,2.79,0.03,0,nan,0.0,0.0
22776,0.86,nan,2.44,0.0,0,nan,0.0,0.0
23088,0.83,nan,2.36,0.0,0,nan,0.0,0.0
23400,0.88,nan,2.55,0.0,0,nan,0.0,0.0
23712,0.98,nan,2.16,0.0,0,nan,0.0,0.0
24024,0.92,nan,2.18,0.0,0,nan,0.0,0.0
24336,0.95,nan,2.12,0.0,0,nan,0.0,0.0
24648,0.97,nan,2.03,0.0,0,nan,0.0,0.0
24960,0.97,nan,2.06,0.0,0,nan,0.0,0.0
25272,0.98,nan,2.11,0.0,0,nan,0.0,0.0
25584,0.96,nan,2.05,0.0,0,nan,0.0,0.0
25896,0.98,nan,2.12,0.0,0,nan,0.0,0.0
26208,0.94,nan,2.26,0.0,0,nan,0.0,0.0
26520,0.99,nan,2.21,0.0,0,nan,0.0,0.0
26832,0.95,nan,2.27,0.0,0,nan,0.0,0.0
27144,0.94,nan,2.37,0.0,0,nan,0.0,0.0
27456,0.92,nan,2.33,0.01,0,nan,0.0,0.0
27768,0.92,nan,2.45,0.0,0,nan,0.0,0.0
28080,0.92,nan,2.35,0.01,0,nan,0.0,0.0
28392,0.93,nan,2.33,0.0,0,nan,0.0,0.0
28704,0.92,nan,2.31,0.0,0,nan,0.0,0.0
29016,0.87,nan,2.34,0.0,0,nan,0.0,0.0
29328,0.91,nan,2.32,0.0,0,nan,0.0,0.0
29640,0.84,nan,2.43,0.0,0,nan,0.0,0.0
29952,0.86,nan,2.38,0.0,0,nan,0.0,0.0
