timesteps,ep_env_score_mean,ep_rm_score_mean,ep_cushion_mean,ep_foul_rate,queries_used_so_far,rm_train_loss,relabel_delta_mean,relabel_delta_std
20592,0.07,nan,5.63,0.06,0,nan,0.0,0.0
20904,0.1,nan,5.49,0.08,0,nan,0.0,0.0
21216,0.06,nan,5.2,0.13,0,nan,0.0,0.0
21528,0.1,nan,5.49,0.06,0,nan,0.0,0.0
21840,0.09,nan,5.52,0.09,0,nan,0.0,0.0
22152,0.04,nan,5.54,0.05,0,nan,0.0,0.0
22464,0.06,nan,5.49,0.06,0,nan,0.0,0.0
22776,0.09,nan,5.51,0.06,0,nan,0.0,0.0
23088,0.1,nan,5.99,0.06,0,nan,0.0,0.0
23400,0.09,nan,5.99,0.05,0,nan,0.0,0.0
23712,0.11,nan,5.54,0.02,0,nan,0.0,0.0
24024,0.07,nan,5.69,0.01,0,nan,0.0,0.0
24336,0.12,nan,5.76,0.02,0,nan,0.0,0.0
24648,0.13,nan,5.52,0.08,0,nan,0.0,0.0
24960,0.12,nan,5.56,0.12,0,nan,0.0,0.0
25272,0.13,nan,5.43,0.11,0,nan,0.0,0.0
25584,0.12,nan,5.27,0.12,0,nan,0.0,0.0
25896,0.09,nan,5.3,0.09,0,nan,0.0,0.0
26208,0.15,nan,5.43,0.13,0,nan,0.0,0.0
26520,0.08,nan,5.3,0.12,0,nan,0.0,0.0
26832,0.06,nan,5.23,0.14,0,nan,0.0,0.0
27144,0.03,nan,5.63,0.12,0,nan,0.0,0.0
27456,0.09,nan,5.59,0.03,0,nan,0.0,0.0
27768,0.14,nan,5.22,0.1,0,nan,0.0,0.0
28080,0.13,nan,5.67,0.03,0,nan,0.0,0.0
28392,0.12,nan,5.37,0.1,0,nan,0.0,0.0
28704,0.06,nan,5.69,0.04,0,nan,0.0,0.0
29016,0.12,nan,5.62,0.06,0,nan,0.0,0.0
29328,0.14,nan,5.75,0.0,0,nan,0.0,0.0
29640,0.1,nan,5.66,0.03,0,nan,0.0,0.0
29952,0.11,nan,5.16,0.03,0,nan,0.0,0.0
