timesteps,ep_env_score_mean,ep_rm_score_mean,ep_cushion_mean,ep_foul_rate,queries_used_so_far,rm_train_loss,relabel_delta_mean,relabel_delta_std
14664,0.0,-0.009644893808290362,3.06,0.09,100,0.6820672750473022,0.05067026615142822,0.04710271954536438
14976,0.0,0.0005971467238850891,3.2,0.08,100,0.6820672750473022,0.05067026615142822,0.04710271954536438
15288,0.02,0.003064939493779093,4.3,0.12,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
15600,0.01,0.003197479017544538,4.06,0.11,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
15912,0.0,0.010325454752892255,4.31,0.13,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
16224,0.02,0.008679072216618806,4.15,0.09,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
16536,0.01,0.014324425873346626,4.32,0.2,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
16848,0.03,0.013341469439910724,4.1,0.08,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
17160,0.0,0.014549498917767778,4.28,0.17,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
17472,0.02,0.02069212090340443,3.95,0.12,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
17784,0.02,0.025450073613319545,4.08,0.11,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
18096,0.01,0.02440582508337684,4.14,0.12,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
18408,0.0,0.03189035221701488,3.89,0.12,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
18720,0.01,0.033119262838736174,4.02,0.13,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
19032,0.02,0.03604313449468464,3.77,0.15,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
19344,0.03,0.03535561549942941,4.17,0.07,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
19656,0.04,0.034465299341827633,4.25,0.1,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
19968,0.01,0.03743395017227158,4.23,0.15,150,0.6800825595855713,0.03081156127154827,0.0345742292702198
20280,0.0,0.09197803547605872,4.69,0.1,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
20592,0.02,0.07321841295808554,4.42,0.05,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
20904,0.0,0.07160196039825678,4.56,0.06,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
21216,0.0,0.07060483150649816,4.48,0.04,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
21528,0.02,0.07088038098067045,4.76,0.09,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
21840,0.02,0.06937272510025651,4.12,0.08,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
22152,0.02,0.071137271435,4.15,0.14,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
22464,0.0,0.06893830312415958,4.49,0.13,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
22776,0.0,0.07693347422871738,4.2,0.11,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
23088,0.0,0.07474436519201845,4.05,0.12,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
23400,0.02,0.08113821757026017,4.12,0.15,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
23712,0.02,0.058212519809603694,4.82,0.14,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
24024,0.0,0.08248777324333786,3.81,0.13,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
24336,0.0,0.08308841045945883,3.99,0.09,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
24648,0.01,0.07617287253029645,4.34,0.13,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
24960,0.0,0.07814845552667976,4.42,0.07,200,0.6739173829555511,0.05582074448466301,0.04044425114989281
25272,0.0,0.11111681543290615,4.42,0.09,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
25584,0.01,0.09991281413007527,4.37,0.12,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
25896,0.0,0.10086702379398048,4.44,0.11,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
26208,0.0,0.0939932670071721,4.32,0.01,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
26520,0.01,0.09419102636165917,4.53,0.11,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
26832,0.01,0.09628690801560878,3.83,0.13,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
27144,0.03,0.08697404216043651,5.26,0.1,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
27456,0.0,0.09500131760723889,4.32,0.09,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
27768,0.0,0.09682438306510449,4.57,0.13,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
28080,0.01,0.09072773749008775,4.34,0.1,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
28392,0.0,0.09966817272827029,4.05,0.12,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
28704,0.02,0.09664765143767,4.1,0.14,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
29016,0.0,0.1000210852175951,4.02,0.13,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
29328,0.0,0.09840406373143196,4.11,0.07,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
29640,0.0,0.0943505628965795,4.07,0.16,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
29952,0.0,0.09301292596384883,4.47,0.1,250,0.6714950352907181,0.02398299053311348,0.033378563821315765
