timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.5392,10.0000,1.3669,0.2696,204
4096,0.6471,10.0000,1.2483,0.2745,204
6144,0.5000,10.0000,1.4041,0.2745,204
8192,0.5196,10.0000,1.2324,0.2647,204
10240,0.5000,10.0000,1.0964,0.2500,208
12288,0.5539,10.0000,1.1856,0.2598,204
14336,0.5539,10.0000,1.1151,0.2647,204
16384,0.5392,10.0000,1.3908,0.2549,204
18432,0.6373,10.0000,1.1990,0.2402,204
20480,0.5481,10.0000,1.3330,0.2500,208
22528,0.5931,10.0000,1.3284,0.2451,204
24576,0.5735,10.0000,1.1744,0.2647,204
26624,0.6961,10.0000,1.3647,0.2598,204
28672,0.7157,10.0000,1.3046,0.2843,204
30720,0.7885,10.0000,1.2431,0.2548,208
32768,0.7794,10.0000,1.4734,0.2745,204
34816,0.8676,10.0000,1.5193,0.2745,204
36864,0.9510,10.0000,1.8234,0.3039,204
38912,0.9461,10.0000,1.7036,0.2941,204
40960,0.9183,10.0000,1.6815,0.3077,208
43008,1.1618,10.0000,1.7936,0.2941,204
45056,1.1569,10.0000,2.0738,0.3431,204
47104,1.3088,10.0000,2.1048,0.2892,204
49152,1.5343,10.0000,2.1689,0.3676,204
50000,1.5795,10.0000,2.6966,0.3523,88
