time_s,score_mean,score_std
0.0,0.0,0.0
0.502092050209205,0.0,0.0
1.00418410041841,0.0,0.0
1.506276150627615,0.0,0.0
2.00836820083682,0.0,0.0
2.510460251046025,0.03333333333333333,0.17950549357115012
3.01255230125523,0.06666666666666667,0.2494438257849295
3.514644351464435,0.1,0.3
4.01673640167364,0.16666666666666666,0.3726779962499649
4.518828451882845,0.26666666666666666,0.4422166387140533
5.02092050209205,0.3,0.45825756949558394
5.523012552301255,0.3333333333333333,0.4714045207910317
6.02510460251046,0.36666666666666664,0.48189440982669857
6.527196652719665,0.43333333333333335,0.6155395104206463
7.02928870292887,0.4666666666666667,0.6699917080747261
7.531380753138075,0.5,0.7187952884282609
8.03347280334728,0.5333333333333333,0.7180219742846006
8.535564853556485,0.5666666666666667,0.7608474807008886
9.03765690376569,0.6333333333333333,0.7520342781785652
9.539748953974895,0.7333333333333333,0.8137703743822469
10.0418410041841,0.9,0.9433981132056605
10.543933054393305,1.0,1.0327955589886444
11.04602510460251,1.0333333333333334,1.015983376941878
11.548117154811715,1.0666666666666667,1.0306416555826872
12.05020920502092,1.1666666666666667,1.1279282877125754
12.552301255230125,1.1666666666666667,1.1279282877125754
13.05439330543933,1.2333333333333334,1.1742609969205693
13.556485355648535,1.3,1.2423096769056148
14.05857740585774,1.3333333333333333,1.2995725793078619
14.560669456066945,1.4,1.2806248474865698
15.06276150627615,1.4666666666666666,1.284090685617215
15.564853556485355,1.6,1.380821011813865
16.06694560669456,1.6333333333333333,1.3535960336164639
16.569037656903767,1.6666666666666667,1.349897115421106
17.07112970711297,1.7,1.3940349110884325
17.573221757322173,1.8333333333333333,1.507389207279335
18.07531380753138,1.8333333333333333,1.507389207279335
18.577405857740587,1.9333333333333333,1.4590712418826195
19.07949790794979,1.9333333333333333,1.4590712418826195
19.581589958158993,2.0,1.4142135623730951
20.0836820083682,2.0,1.4142135623730951
20.585774058577407,2.066666666666667,1.4817407180595248
21.08786610878661,2.1,1.468559384794046
21.589958158995813,2.1666666666666665,1.4395215254459457
22.09205020920502,2.1666666666666665,1.4395215254459457
22.594142259414227,2.1666666666666665,1.4395215254459457
23.09623430962343,2.3333333333333335,1.5347819244295118
23.598326359832633,2.3333333333333335,1.5347819244295118
