timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.0490,10.0000,1.8922,0.6127,204
4096,0.0829,10.0000,2.0044,0.6195,205
6144,0.0683,10.0000,2.6371,0.6390,205
8192,0.1122,10.0000,4.4395,0.6000,205
10240,0.0634,10.0000,4.4361,0.3951,205
12288,0.0588,10.0000,4.0265,0.4510,204
14336,0.0390,10.0000,3.7693,0.3220,205
16384,0.0439,10.0000,3.3249,0.3805,205
18432,0.0927,10.0000,4.3780,0.6098,205
20480,0.1366,10.0000,4.2468,0.6634,205
22528,0.1225,10.0000,4.4088,0.7353,204
24576,0.1220,10.0000,4.7390,0.8000,205
26624,0.0878,10.0000,4.9288,0.7268,205
28672,0.1366,10.0000,4.5976,0.7463,205
30720,0.0976,10.0000,4.6776,0.6878,205
32768,0.0882,10.0000,5.0632,0.7108,204
34816,0.1220,10.0000,4.7039,0.6732,205
36864,0.1024,10.0000,4.1576,0.8537,205
