timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.0833,10.0000,1.8583,0.0000,204
4096,0.0634,10.0000,2.2868,0.0000,205
6144,0.0634,10.0000,2.5015,0.0000,205
8192,0.0341,10.0000,2.2639,0.0000,205
10240,0.0488,10.0000,2.0541,0.0000,205
12288,0.0196,10.0000,2.0417,0.0000,204
14336,0.0195,10.0000,2.0878,0.0000,205
16384,0.0293,10.0000,2.0746,0.0000,205
18432,0.0195,10.0000,2.0278,0.0000,205
20480,0.0146,10.0000,1.9176,0.0000,205
22528,0.0147,10.0000,1.8721,0.0000,204
24576,0.0488,10.0000,2.0000,0.0000,205
26624,0.0195,10.0000,1.8293,0.0000,205
28672,0.0390,10.0000,1.9434,0.0000,205
30720,0.0390,10.0000,1.9444,0.0000,205
32768,0.0441,10.0000,1.9431,0.0000,204
34816,0.0488,10.0000,1.9527,0.0000,205
36864,0.0488,10.0000,2.1654,0.0000,205
38912,0.0341,10.0000,2.0717,0.0000,205
40960,0.0439,10.0000,2.1693,0.0000,205
43008,0.0686,10.0000,2.2598,0.0000,204
45056,0.0780,10.0000,2.2932,0.0000,205
47104,0.0780,10.0000,2.4166,0.0000,205
49152,0.0634,10.0000,2.4990,0.0000,205
50000,0.0471,10.0000,2.5294,0.0000,85
