timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,1.0735,10.0000,2.3659,0.2598,204
4096,1.9853,10.0000,3.8078,0.3775,204
6144,2.1520,10.0000,3.5295,0.3284,204
8192,2.1961,10.0000,3.2520,0.3676,204
10240,2.2885,10.0000,3.4050,0.3558,208
12288,2.3578,10.0000,3.0282,0.3578,204
14336,2.2794,10.0000,3.1437,0.3627,204
16384,2.5000,10.0000,3.0914,0.3725,204
18432,2.5000,10.0000,2.9862,0.3235,204
20480,2.3510,10.0000,2.9977,0.3365,208
22528,2.5000,10.0000,2.9848,0.3284,204
24576,2.6127,10.0000,3.0486,0.3284,204
26624,2.5196,10.0000,3.0990,0.3382,204
28672,2.6471,10.0000,3.2591,0.3873,204
30720,2.6106,10.0000,3.0531,0.3365,208
32768,2.6520,10.0000,3.1978,0.3627,204
34816,2.6225,10.0000,3.0358,0.3627,204
36864,2.6029,10.0000,3.3419,0.3235,204
38912,2.6716,10.0000,3.0160,0.4020,204
40960,2.5288,10.0000,3.0743,0.3462,208
43008,2.6225,10.0000,3.1782,0.3725,204
45056,2.5294,10.0000,3.0020,0.3382,204
47104,2.7353,10.0000,3.1113,0.3480,204
49152,2.7304,10.0000,3.0914,0.3137,204
50000,2.8182,10.0000,3.3768,0.3409,88
