timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.3873,10.0000,1.1387,0.3824,204
4096,0.7122,10.0000,1.2678,0.3512,205
6144,0.6195,10.0000,1.2839,0.4244,205
8192,0.7268,10.0000,1.3473,0.5073,205
10240,1.0634,10.0000,1.5229,0.5122,205
12288,1.1127,10.0000,1.8480,0.5784,204
14336,1.4195,10.0000,2.1239,0.5463,205
16384,1.9902,10.0000,2.2644,0.6732,205
18432,2.1317,10.0000,2.4234,0.6683,205
20480,2.5268,10.0000,2.6610,0.7659,205
22528,2.5588,10.0000,2.7000,0.7843,204
24576,2.6293,10.0000,2.5868,0.6878,205
26624,2.7951,10.0000,2.4780,0.6976,205
28672,2.7463,10.0000,2.4332,0.6976,205
30720,2.9122,10.0000,2.5005,0.7073,205
32768,2.8529,10.0000,2.4770,0.7304,204
34816,3.0293,10.0000,2.5005,0.7171,205
36864,2.8585,10.0000,2.4741,0.6927,205
38912,3.0780,10.0000,2.4854,0.7024,205
40960,3.0390,10.0000,2.4532,0.5951,205
43008,3.0882,10.0000,2.3108,0.5931,204
45056,3.2293,10.0000,2.2595,0.6390,205
47104,3.1512,10.0000,2.2639,0.6293,205
49152,3.1220,10.0000,2.1751,0.6195,205
50000,3.2588,10.0000,2.2682,0.6000,85
