timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.0784,10.0000,2.0838,0.7402,204
4096,0.0585,10.0000,2.1966,0.6780,205
6144,0.0976,10.0000,2.1107,0.8195,205
8192,0.0439,10.0000,2.0810,0.8683,205
10240,0.0829,10.0000,2.1800,0.8732,205
12288,0.0490,10.0000,2.2554,0.7696,204
14336,0.0341,10.0000,2.3054,0.8000,205
16384,0.0293,10.0000,2.2459,0.7415,205
18432,0.0341,10.0000,2.3093,0.7220,205
20480,0.0293,10.0000,2.2307,0.7122,205
22528,0.0196,10.0000,2.1088,0.7647,204
24576,0.0390,10.0000,2.2829,0.7366,205
26624,0.0439,10.0000,2.2546,0.7659,205
28672,0.0537,10.0000,2.2415,0.7902,205
30720,0.0488,10.0000,2.3010,0.7805,205
32768,0.0490,10.0000,2.2824,0.7843,204
34816,0.0341,10.0000,2.2663,0.7659,205
36864,0.0293,10.0000,2.2298,0.8000,205
38912,0.0683,10.0000,2.2068,0.8000,205
40960,0.0195,10.0000,2.2751,0.7902,205
43008,0.0196,10.0000,2.2902,0.7402,204
45056,0.0634,10.0000,2.2000,0.7707,205
47104,0.0244,10.0000,2.2371,0.7366,205
49152,0.0293,10.0000,2.2707,0.7268,205
50000,0.0471,10.0000,2.2812,0.7176,85
