timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.0029,1.0029,1.2027,0.0656,2042
4096,0.0020,1.0020,1.2708,0.0607,2044
6144,0.0064,1.0064,1.5855,0.0742,2035
8192,0.0049,1.0049,2.1506,0.0824,2038
10240,0.0079,1.0079,2.8994,0.1093,2032
12288,0.0099,1.0099,3.4536,0.1021,2028
14336,0.0199,1.0199,3.8601,0.0891,2008
16384,0.0169,1.0169,4.0834,0.0879,2014
18432,0.0209,1.0209,4.1735,0.0877,2006
20480,0.0214,1.0214,4.1377,0.1077,2005
22528,0.0250,1.0250,4.1874,0.1326,1998
24576,0.0312,1.0312,4.3072,0.1344,1986
26624,0.0444,1.0444,4.2176,0.1300,1961
28672,0.0380,1.0380,4.1792,0.1374,1973
30720,0.0396,1.0396,4.2673,0.1533,1970
32768,0.0422,1.0422,4.2568,0.1288,1965
34816,0.0349,1.0349,4.1911,0.1491,1979
36864,0.0354,1.0354,4.1524,0.1471,1978
38912,0.0433,1.0433,4.0920,0.1375,1963
40960,0.0391,1.0391,4.1822,0.1517,1971
43008,0.0370,1.0370,4.2397,0.1423,1975
45056,0.0535,1.0535,4.2708,0.1265,1944
47104,0.0444,1.0444,4.3263,0.1341,1961
49152,0.0407,1.0407,4.2360,0.1255,1968
50176,0.0481,1.0481,4.2018,0.1423,977
