timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.0286,1.0286,2.9285,0.1617,1991
4096,0.0656,1.0656,3.4708,0.1155,1922
6144,0.0706,1.0706,2.9665,0.0732,1913
8192,0.0734,1.0734,2.7676,0.0566,1908
10240,0.0756,1.0756,3.0291,0.0704,1904
12288,0.0819,1.0819,3.2563,0.0972,1893
14336,0.0656,1.0656,3.2079,0.0921,1922
16384,0.0819,1.0819,3.0478,0.0777,1893
18432,0.0865,1.0865,2.9462,0.0769,1885
20480,0.0717,1.0717,3.0147,0.0670,1911
22528,0.0796,1.0796,2.8470,0.0638,1897
24576,0.0700,1.0700,2.8567,0.0596,1914
26624,0.0628,1.0628,2.8711,0.0602,1926
28672,0.0722,1.0722,2.9301,0.0544,1911
30720,0.0683,1.0683,2.9383,0.0642,1917
32768,0.0756,1.0756,2.9578,0.0593,1904
34816,0.0796,1.0796,2.9346,0.0685,1897
36864,0.0836,1.0836,2.9670,0.0582,1889
38912,0.0779,1.0779,2.9442,0.0652,1901
40960,0.0779,1.0779,2.9610,0.0711,1899
43008,0.0694,1.0694,2.9525,0.0668,1916
45056,0.0923,1.0923,2.8715,0.0624,1875
47104,0.0779,1.0779,2.9214,0.0664,1899
49152,0.0916,1.0916,2.8858,0.0645,1877
50000,0.0694,1.0694,2.8695,0.0921,793
