timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.1902,1.1902,1.4372,0.1286,1719
4096,0.3722,1.3722,1.4400,0.1473,1494
6144,0.2840,1.2840,1.4141,0.1147,1595
8192,0.3080,1.3080,1.5511,0.1419,1565
10240,0.3322,1.3322,1.6515,0.1547,1538
12288,0.3672,1.3672,1.7544,0.1555,1498
14336,0.4252,1.4252,1.7324,0.1614,1437
16384,0.4117,1.4117,1.7356,0.1586,1450
18432,0.5178,1.5178,1.7736,0.1904,1350
20480,0.4790,1.4790,1.8136,0.1944,1384
22528,0.5212,1.5212,1.7572,0.1811,1347
24576,0.5722,1.5722,1.7529,0.1951,1302
26624,0.6524,1.6524,1.7675,0.1806,1240
28672,0.6101,1.6101,1.6984,0.1903,1272
30720,0.6139,1.6139,1.7430,0.1797,1269
32768,0.6176,1.6176,1.7272,0.2098,1263
34816,0.5569,1.5569,1.7800,0.2011,1318
36864,0.6071,1.6071,1.7716,0.2024,1275
38912,0.6710,1.6710,1.7548,0.2212,1225
40960,0.6934,1.6934,1.7661,0.2041,1210
43008,0.7421,1.7421,1.7587,0.2043,1175
45056,0.6727,1.6727,1.7941,0.2057,1225
47104,0.7415,1.7415,1.8176,0.2185,1176
49152,0.7038,1.7038,1.7865,0.2263,1202
51200,0.7202,1.7202,1.7846,0.2286,1190
53248,0.7438,1.7438,1.8001,0.2230,1175
55296,0.7007,1.7007,1.8139,0.1978,1203
57344,0.7432,1.7432,1.8067,0.2100,1176
59392,0.8517,1.8517,1.7907,0.2152,1106
61440,0.7655,1.7655,1.8307,0.2224,1160
63488,0.8060,1.8060,1.8430,0.1940,1134
65536,0.8491,1.8491,1.7788,0.2114,1107
67584,0.7927,1.7927,1.8220,0.2213,1143
69632,0.8302,1.8302,1.8444,0.2064,1119
71680,0.8318,1.8318,1.8204,0.2487,1118
73728,0.8440,1.8440,1.7773,0.2417,1109
75776,0.8618,1.8618,1.7700,0.2155,1100
77824,0.8102,1.8102,1.8448,0.2233,1133
79872,0.8366,1.8366,1.8333,0.2190,1114
81920,0.8687,1.8687,1.7563,0.2425,1097
83968,0.8686,1.8686,1.7745,0.2144,1096
86016,0.8401,1.8401,1.7567,0.2183,1113
88064,0.8635,1.8635,1.8187,0.2238,1099
90112,0.8745,1.8745,1.7941,0.2189,1092
92160,0.8737,1.8737,1.7844,0.2397,1093
94208,0.9673,1.9673,1.8176,0.2296,1041
96256,0.8712,1.8712,1.7907,0.2292,1095
98304,0.9303,1.9303,1.7561,0.2281,1061
100352,0.8686,1.8686,1.7713,0.2235,1096
102400,0.8172,1.8172,1.7196,0.1961,1127
104448,0.9095,1.9095,1.7106,0.2220,1072
106496,0.9730,1.9730,1.7780,0.2312,1038
108544,0.9276,1.9276,1.7163,0.2408,1063
110592,0.8686,1.8686,1.7649,0.2208,1096
112640,0.8737,1.8737,1.7311,0.2296,1093
114688,0.9023,1.9023,1.7434,0.2223,1075
116736,0.9627,1.9627,1.7099,0.2201,1045
118784,0.9175,1.9175,1.7499,0.2277,1067
120832,0.9213,1.9213,1.6770,0.2549,1067
122880,0.9569,1.9569,1.7190,0.2124,1045
124928,0.8669,1.8669,1.7673,0.2407,1097
126976,1.0187,2.0187,1.7326,0.2352,1016
129024,0.9912,1.9912,1.7294,0.2150,1028
131072,0.9645,1.9645,1.8003,0.2128,1043
133120,0.9157,1.9157,1.7860,0.2219,1068
135168,0.9683,1.9683,1.6777,0.2498,1041
137216,0.8443,1.8443,1.7244,0.2169,1111
139264,0.9932,1.9932,1.7319,0.2327,1027
141312,0.9864,1.9864,1.6839,0.2308,1031
143360,0.9212,1.9212,1.6925,0.2364,1066
145408,0.9683,1.9683,1.7548,0.2229,1041
147456,0.9542,1.9542,1.7594,0.2357,1048
149504,1.0698,2.0698,1.6580,0.2285,989
150000,0.9414,1.9414,1.6500,0.1719,256
