timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.5049,10.0000,1.1907,0.3529,204
4096,0.5463,10.0000,1.1829,0.4049,205
6144,0.5122,10.0000,1.2112,0.4341,205
8192,0.5805,10.0000,1.2220,0.4244,205
10240,0.7610,10.0000,1.3541,0.4341,205
12288,1.2500,10.0000,1.7613,0.5637,204
14336,1.9024,10.0000,1.9522,0.6341,205
16384,2.1073,10.0000,2.0029,0.6878,205
18432,2.2293,10.0000,2.4449,0.7220,205
20480,2.3951,10.0000,2.4171,0.7610,205
22528,2.4069,10.0000,2.2681,0.7010,204
24576,2.4927,10.0000,2.1717,0.6683,205
26624,2.5512,10.0000,2.0868,0.7268,205
28672,2.6537,10.0000,2.1576,0.7073,205
30720,2.5220,10.0000,2.1034,0.6390,205
32768,2.6912,10.0000,2.2534,0.6814,204
34816,2.7659,10.0000,2.2454,0.6537,205
36864,2.7707,10.0000,2.1829,0.6732,205
38912,2.8634,10.0000,2.1220,0.7024,205
40960,2.8390,10.0000,2.1468,0.6585,205
43008,3.0049,10.0000,2.1417,0.6520,204
45056,2.9902,10.0000,2.0800,0.6634,205
47104,3.0976,10.0000,2.0302,0.6537,205
49152,3.2000,10.0000,2.0483,0.6293,205
50000,3.1765,10.0000,1.9388,0.5765,85
