timesteps,ep_env_score_mean,ep_rm_score_mean,ep_cushion_mean,ep_foul_rate,queries_used_so_far,rm_train_loss,relabel_delta_mean,relabel_delta_std
312,0.0,-0.031062971577048303,1.93,0.19,0,nan,0.0,0.0
624,0.01,-0.031103695444762706,1.84,0.13,0,nan,0.0,0.0
936,0.0,-0.03110635181888938,1.93,0.18,0,nan,0.0,0.0
1248,0.0,-0.03088674884289503,2.03,0.16,0,nan,0.0,0.0
1560,0.02,-0.030977315548807383,1.72,0.07,0,nan,0.0,0.0
1872,0.01,-0.030760977864265442,1.92,0.2,0,nan,0.0,0.0
2184,0.0,-0.030904189925640823,1.96,0.16,0,nan,0.0,0.0
2496,0.02,-0.030904115922749043,1.61,0.17,0,nan,0.0,0.0
2808,0.0,-0.03072082819417119,2.04,0.14,0,nan,0.0,0.0
3120,0.0,-0.031338023208081725,2.12,0.2,0,nan,0.0,0.0
3432,0.01,-0.03081013511866331,1.67,0.17,0,nan,0.0,0.0
3744,0.01,-0.030934207756072283,1.9,0.17,0,nan,0.0,0.0
4056,0.01,-0.03092168102040887,1.87,0.15,0,nan,0.0,0.0
4368,0.0,-0.03104985086247325,2.16,0.09,0,nan,0.0,0.0
4680,0.01,-0.030433729980140923,1.73,0.1,0,nan,0.0,0.0
4992,0.0,-0.030473296754062174,1.59,0.16,0,nan,0.0,0.0
5304,0.01,0.05690225173719227,2.0,0.17,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
5616,0.0,0.051127087981440125,1.87,0.18,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
5928,0.03,0.05124965446069837,2.25,0.16,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
6240,0.03,0.05374353970400989,1.92,0.18,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
6552,0.0,0.05298222881276161,1.87,0.08,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
6864,0.0,0.05533545658923686,2.06,0.18,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
7176,0.0,0.05509147058241069,2.17,0.16,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
7488,0.03,0.05726542803458869,2.03,0.19,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
7800,0.01,0.05916033040033653,2.04,0.19,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
8112,0.01,0.05611018680036068,2.13,0.18,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
8424,0.01,0.06060098704416305,2.4,0.15,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
8736,0.01,0.05830375478137285,2.19,0.21,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
9048,0.01,0.056815892104059455,2.25,0.22,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
9360,0.01,0.060226643048226836,2.03,0.23,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
9672,0.0,0.061456506196409466,2.05,0.19,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
9984,0.01,0.0627400438906625,2.33,0.17,50,0.6844946444034576,0.04093439504504204,0.02842688001692295
10296,0.02,0.04738232856616378,2.84,0.23,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
10608,0.0,0.04230848027393222,2.72,0.19,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
10920,0.03,0.048816860299557445,3.0,0.17,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
11232,0.0,0.04727322867140174,2.99,0.23,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
11544,0.02,0.0503922013565898,2.88,0.16,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
11856,0.02,0.05002512955106795,3.08,0.2,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
12168,0.04,0.05195300253108144,3.35,0.18,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
12480,0.04,0.049935216773301365,3.27,0.19,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
12792,0.01,0.05313805958256126,3.25,0.23,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
13104,0.02,0.054381960481405256,3.58,0.23,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
13416,0.01,0.05702649082988501,3.73,0.17,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
13728,0.0,0.05730493447743356,3.62,0.14,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
14040,0.01,0.05760429421439767,3.63,0.17,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
14352,0.03,0.056749469097703696,3.45,0.21,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
14664,0.01,0.060084748324006794,3.85,0.17,100,0.6853324472904205,0.02978813461959362,0.025065230205655098
