timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,5.1897,35.2241,0.9340,0.6207,58
4096,7.0588,29.9412,1.0320,0.6765,68
6144,8.8472,28.6667,1.2212,0.6944,72
8192,10.1389,28.2222,1.2359,0.8194,72
10240,9.7237,27.1711,1.2770,0.8158,76
12288,9.5600,27.0267,1.2840,0.7733,75
14336,10.7778,28.2917,1.2442,0.7639,72
16384,10.6000,27.6400,1.2981,0.7867,75
18432,10.7162,27.3649,1.1911,0.7027,74
20480,11.2432,28.0811,1.2407,0.8378,74
22528,11.4459,27.2568,1.1746,0.7432,74
24576,11.3784,28.0676,1.1860,0.7297,74
26624,11.1528,27.2222,1.1801,0.7500,72
28672,11.5733,28.5067,1.1422,0.7067,75
30720,11.1528,27.8889,1.1346,0.7500,72
32768,11.1351,28.1216,1.1743,0.7432,74
34816,11.1918,27.8356,1.1311,0.7123,73
36864,11.1528,28.3333,1.1143,0.7361,72
38912,11.4459,28.0811,1.1882,0.6892,74
40960,11.4658,28.0685,1.1381,0.7945,73
43008,11.5278,27.9861,1.0446,0.7361,72
45056,12.2917,28.2222,1.1722,0.6528,72
47104,11.1600,27.9200,1.1780,0.6267,75
49152,11.7808,27.9315,1.2154,0.6712,73
51200,12.2778,27.9028,1.1341,0.6806,72
53248,11.2027,28.3649,1.1658,0.8243,74
55296,11.9041,27.9452,1.1686,0.7397,73
57344,11.7895,26.9868,1.2018,0.7632,76
59392,12.0000,27.7778,1.1925,0.6667,72
61440,11.9054,28.0811,1.1495,0.6757,74
63488,12.1918,28.2603,1.1122,0.8219,73
65536,11.9324,27.6757,1.1926,0.8514,74
67584,11.9178,27.7945,1.0665,0.8219,73
69632,11.9722,28.5972,1.1580,0.7778,72
71680,11.7895,27.0000,1.1358,0.7763,76
73728,12.8472,28.5556,1.0844,0.7639,72
75776,12.2192,27.5479,1.1129,0.7397,73
77824,12.4658,28.1370,1.1003,0.7397,73
79872,12.6250,28.5556,1.0962,0.7222,72
81920,12.7361,28.4444,1.0956,0.7361,72
83968,12.5753,28.1918,1.1664,0.6986,73
86016,11.9324,27.6486,1.0983,0.8108,74
88064,12.2778,28.0556,1.1458,0.7639,72
90112,11.8767,28.6849,1.1065,0.7260,73
92160,12.9306,28.3889,1.1249,0.7361,72
94208,12.7534,28.0000,0.9901,0.7534,73
96256,12.0685,27.9452,1.1350,0.7945,73
98304,12.3973,27.8219,1.0997,0.7260,73
100352,12.4521,28.3699,1.0204,0.8767,73
102400,12.5890,27.8356,1.0791,0.7534,73
104448,12.4583,28.5556,1.1061,0.7500,72
106496,12.5479,28.0959,1.0831,0.7397,73
108544,12.4028,28.1111,1.0721,0.7778,72
110592,13.3194,28.8472,0.9759,0.7778,72
112640,12.8333,28.1111,1.0545,0.7917,72
114688,12.8889,28.7083,1.0663,0.7917,72
116736,13.2083,28.2639,1.0804,0.7639,72
118784,12.9167,28.7639,1.0427,0.7361,72
120832,13.0972,28.4583,1.1339,0.7778,72
122880,12.1507,27.8082,1.0736,0.7260,73
124928,12.5833,28.4306,1.1406,0.6944,72
126976,13.0986,28.8732,1.0122,0.7606,71
129024,12.8904,27.7260,1.1312,0.6986,73
131072,12.8333,28.5694,1.1003,0.7222,72
133120,12.2740,28.0548,1.0638,0.6438,73
135168,12.4521,28.4247,1.0223,0.6849,73
137216,13.0423,28.4225,1.0504,0.7324,71
139264,14.0972,28.9306,0.9828,0.6944,72
141312,13.5493,28.7183,1.9298,0.8028,71
143360,13.0411,27.9452,1.1129,0.7945,73
145408,13.4028,28.5556,1.0613,0.7222,72
147456,12.9167,28.5139,1.0237,0.6944,72
149504,12.7917,28.3750,1.1516,0.8056,72
150000,12.7778,27.2778,1.0813,0.5000,18
