timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.0054,1.0054,1.7769,0.1384,2037
4096,0.0084,1.0084,1.7891,0.1546,2031
6144,0.0059,1.0059,1.8113,0.1464,2036
8192,0.0079,1.0079,1.9130,0.1570,2032
10240,0.0119,1.0119,1.9200,0.1561,2024
12288,0.0079,1.0079,2.0214,0.1663,2032
14336,0.0074,1.0074,2.2059,0.1741,2033
16384,0.0154,1.0154,2.7268,0.1834,2017
18432,0.3456,1.3456,2.3210,0.0913,1522
20480,0.7586,1.7586,2.2206,0.0919,1164
22528,0.9797,1.9797,2.3531,0.0686,1035
24576,0.9778,1.9778,2.1982,0.0628,1035
26624,0.9312,1.9312,2.1871,0.0735,1061
28672,0.8677,1.8677,2.1715,0.0748,1096
30720,0.8335,1.8335,2.2016,0.0582,1117
32768,0.8467,1.8467,2.2012,0.0514,1109
34816,0.8652,1.8652,2.2602,0.0565,1098
36864,0.8981,1.8981,2.1832,0.0612,1079
38912,0.8972,1.8972,2.1835,0.0556,1080
40960,0.9122,1.9122,2.1937,0.0878,1071
43008,0.9158,1.9158,2.1222,0.0739,1069
45056,0.9440,1.9440,2.0776,0.0608,1053
47104,0.9514,1.9514,2.1013,0.0600,1050
49152,0.9579,1.9579,2.1310,0.0669,1046
50000,0.9630,1.9630,2.1562,0.0625,432
