timesteps,ep_return_mean,ep_length_mean,ep_cushion_mean,ep_foul_rate,n_episodes_in_window
2048,0.0307,1.0307,2.6080,0.1570,1987
4096,0.0830,1.0830,3.4115,0.1089,1891
6144,0.0728,1.0728,3.4171,0.1126,1909
8192,0.0870,1.0870,3.3414,0.0982,1884
10240,0.0813,1.0813,3.2694,0.0956,1894
12288,0.0987,1.0987,3.2979,0.0907,1864
14336,0.0842,1.0842,3.2708,0.1053,1889
16384,0.0836,1.0836,3.3217,0.1127,1890
18432,0.0870,1.0870,3.3164,0.0993,1884
20480,0.0847,1.0847,3.3109,0.0938,1888
22528,0.0934,1.0934,3.2311,0.1036,1873
24576,0.0790,1.0790,3.2837,0.1075,1898
26624,0.0888,1.0888,3.2984,0.0898,1881
28672,0.0876,1.0876,3.2839,0.1195,1883
30720,0.0830,1.0830,3.2323,0.0925,1891
32768,0.0825,1.0825,3.2990,0.1036,1892
34816,0.0882,1.0882,3.2352,0.1015,1882
36864,0.0870,1.0870,3.2836,0.0939,1884
38912,0.0876,1.0876,3.2652,0.1110,1883
40960,0.0728,1.0728,3.1592,0.0838,1909
43008,0.0756,1.0756,3.1584,0.0788,1904
45056,0.0825,1.0825,3.2127,0.0946,1892
47104,0.0882,1.0882,3.1830,0.0962,1882
49152,0.0876,1.0876,3.1745,0.0924,1883
50000,0.0970,1.0970,3.2264,0.0957,773
